;artist;border_color;collector_number;color_identity;colors;flavor_text;image_uris;mana_cost;legalities;name;oracle_text;rarity;type_line;set;set_name;power;toughness
129;Volkan Baga;black;71;['B'];['B'];"""The White-Shielders think their code justifies their actions. In truth it only binds their hands.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/71.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/71.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/71.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/71.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/71.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/71.jpg?1517813031'};{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Stromgald Crusader;"Protection from white
{B}: Stromgald Crusader gains flying until end of turn.
{B}{B}: Stromgald Crusader gets +1/+0 until end of turn.";uncommon;Creature — Zombie Knight;csp;Coldsnap;2;1
130;Michael Sutfin;black;18;['W'];['W'];"""Heidar has forced the sun into hiding, but it has not forgotten us.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/18.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/18.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/18.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/18.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/18.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/18.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Sun's Bounty;"You gain 4 life.
Recover {1}{W} (When a creature is put into your graveyard from the battlefield, you may pay {1}{W}. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)";common;Instant;csp;Coldsnap;;
131;Jim Murray;black;19;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/19.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/19.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/19.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/19.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/19.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/19.jpg?1517813031'};{5}{W}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Sunscour;"You may exile two white cards from your hand rather than pay this spell's mana cost.
Destroy all creatures.";rare;Sorcery;csp;Coldsnap;;
132;Anthony S. Waters;black;47;['U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/47.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/47.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/47.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/47.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/47.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/47.jpg?1517813031'};{3}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Surging Aether;"Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)
Return target permanent to its owner's hand.";common;Instant;csp;Coldsnap;;
133;Hideaki Takamura;black;72;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/72.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/72.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/72.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/72.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/72.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/72.jpg?1517813031'};{1}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Surging Dementia;"Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)
Target player discards a card.";common;Sorcery;csp;Coldsnap;;
134;Ron Spencer;black;99;['R'];['R'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/99.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/99.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/99.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/99.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/99.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/99.jpg?1517813031'};{1}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Surging Flame;"Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)
Surging Flame deals 2 damage to any target.";common;Instant;csp;Coldsnap;;
135;Luca Zontini;black;125;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/125.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/125.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/125.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/125.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/125.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/125.jpg?1517813031'};{2}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Surging Might;"Enchant creature
Enchanted creature gets +2/+2.
Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)";common;Enchantment — Aura;csp;Coldsnap;;
136;Christopher Moeller;black;20;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/20.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/20.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/20.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/20.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/20.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/20.jpg?1517813031'};{2}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Surging Sentinels;"First strike
Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)";common;Creature — Human Soldier;csp;Coldsnap;2;1
137;Alan Pollack;black;48;['U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/48.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/48.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/48.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/48.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/48.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/48.jpg?1517813031'};{2}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Survivor of the Unseen;"Cumulative upkeep {2} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
{T}: Draw two cards, then put a card from your hand on top of your library.";common;Creature — Human Wizard;csp;Coldsnap;2;1
138;Michael Sutfin;black;21;['W'];['W'];Darien's call to Yavimaya would have fallen red to the snow had it not been for the agility of the aesthir.;{'small': 'https://img.scryfall.com/cards/small/en/csp/21.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/21.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/21.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/21.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/21.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/21.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Swift Maneuver;"Prevent the next 2 damage that would be dealt to any target this turn.
Draw a card at the beginning of the next turn's upkeep.";common;Instant;csp;Coldsnap;;
139;rk post;black;132;['G', 'R', 'W'];['G', 'R', 'W'];When Freyalise spoke the World Spell, the tamanoa rose to bring a new morning to Terisiare.;{'small': 'https://img.scryfall.com/cards/small/en/csp/132.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/132.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/132.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/132.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/132.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/132.jpg?1517813031'};{R}{G}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Tamanoa;Whenever a noncreature source you control deals damage, you gain that much life.;rare;Creature — Spirit;csp;Coldsnap;2;4
140;Jeff Miracola;black;49;['U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/49.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/49.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/49.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/49.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/49.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/49.jpg?1517813031'};{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Thermal Flux;"Choose one —
• Target nonsnow permanent becomes snow until end of turn.
• Target snow permanent isn't snow until end of turn.
Draw a card at the beginning of the next turn's upkeep.";common;Instant;csp;Coldsnap;;
141;Dan Dos Santos;black;100;['R'];['R'];Slicking the ice with its heated underside, the thermopod skates at great speed to overtake its prey.;{'small': 'https://img.scryfall.com/cards/small/en/csp/100.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/100.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/100.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/100.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/100.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/100.jpg?1517813031'};{4}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Thermopod;"{S}: Thermopod gains haste until end of turn. ({S} can be paid with one mana from a snow permanent.)
Sacrifice a creature: Add {R}.";common;Snow Creature — Slug;csp;Coldsnap;4;3
142;Rob Alexander;black;142;[];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/142.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/142.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/142.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/142.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/142.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/142.jpg?1517813031'};{5};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Thrumming Stone;Spells you cast have ripple 4. (Whenever you cast a spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as the spell without paying their mana costs. Put the rest on the bottom of your library.);rare;Legendary Artifact;csp;Coldsnap;;
143;Darrell Riche;black;150;['B', 'R'];[];"""Our land oppressed by silent Cold, We weary wretches, young and old, Pray that Springtime loose his hold."" —The Dynasty of Winter Kings";{'small': 'https://img.scryfall.com/cards/small/en/csp/150.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/150.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/150.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/150.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/150.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/150.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Tresserhorn Sinks;"Tresserhorn Sinks enters the battlefield tapped.
{T}: Add {B} or {R}.";uncommon;Snow Land;csp;Coldsnap;;
144;Dan Dos Santos;black;73;['B'];['B'];Kjeldorans who fled battle were exiled to the wastes. Those who strayed near Tresserhorn were pressed into service in Haakon's army.;{'small': 'https://img.scryfall.com/cards/small/en/csp/73.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/73.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/73.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/73.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/73.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/73.jpg?1517813031'};{5}{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Tresserhorn Skyknight;"Flying
Prevent all damage that would be dealt to Tresserhorn Skyknight by creatures with first strike.";uncommon;Creature — Zombie Knight;csp;Coldsnap;5;3
145;Yokota Katsumi;black;22;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/22.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/22.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/22.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/22.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/22.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/22.jpg?1517813031'};{4}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ursine Fylgja;"Ursine Fylgja enters the battlefield with four healing counters on it.
Remove a healing counter from Ursine Fylgja: Prevent the next 1 damage that would be dealt to Ursine Fylgja this turn.
{2}{W}: Put a healing counter on Ursine Fylgja.";uncommon;Creature — Spirit Bear;csp;Coldsnap;3;3
146;Rebekah Lynn;black;133;['U', 'W'];['U', 'W'];Out of sight, into mind.;{'small': 'https://img.scryfall.com/cards/small/en/csp/133.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/133.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/133.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/133.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/133.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/133.jpg?1517813031'};{2}{W}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Vanish into Memory;Exile target creature. You draw cards equal to that creature's power. At the beginning of your next upkeep, return that card to the battlefield under its owner's control. If you do, discard cards equal to that creature's toughness.;uncommon;Instant;csp;Coldsnap;;
147;Lars Grant-West;black;50;['U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/50.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/50.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/50.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/50.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/50.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/50.jpg?1517813031'};{1}{U}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Vexing Sphinx;"Flying
Cumulative upkeep—Discard a card. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
When Vexing Sphinx dies, draw a card for each age counter on it.";rare;Creature — Sphinx;csp;Coldsnap;4;4
148;E. M. Gist;black;74;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/74.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/74.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/74.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/74.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/74.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/74.jpg?1517813031'};{4}{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Void Maw;"Trample
If another creature would die, exile it instead.
Put a card exiled with Void Maw into its owner's graveyard: Void Maw gets +2/+2 until end of turn.";rare;Creature — Horror;csp;Coldsnap;4;5
149;Alex Horley-Orlandelli;black;23;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/23.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/23.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/23.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/23.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/23.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/23.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Wall of Shards;"Defender, flying
Cumulative upkeep—An opponent gains 1 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)";uncommon;Snow Creature — Wall;csp;Coldsnap;1;8
150;Jeff Easley;black;24;['W'];['W'];"""Honor your steed and it will carry you to great deeds—and bring you home to tell of them.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/24.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/24.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/24.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/24.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/24.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/24.jpg?1517813031'};{W}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};White Shield Crusader;"Protection from black
{W}: White Shield Crusader gains flying until end of turn.
{W}{W}: White Shield Crusader gets +1/+0 until end of turn.";uncommon;Creature — Human Knight;csp;Coldsnap;2;1
151;Anthony S. Waters;black;134;['G', 'R'];['G', 'R'];"""Don't be so quick to reclaim the thawing lands. They might have acquired a taste for freedom."" —Taaveti of Kelsinko, elvish hunter";{'small': 'https://img.scryfall.com/cards/small/en/csp/134.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/134.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/134.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/134.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/134.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/134.jpg?1517813031'};{1}{R}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Wilderness Elemental;"Trample
Wilderness Elemental's power is equal to the number of nonbasic lands your opponents control.";uncommon;Creature — Elemental;csp;Coldsnap;*;3
152;Richard Sardinha;black;25;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/25.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/25.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/25.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/25.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/25.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/25.jpg?1517813031'};{2}{W}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Woolly Razorback;"Woolly Razorback enters the battlefield with three ice counters on it.
As long as Woolly Razorback has an ice counter on it, prevent all combat damage it would deal and it has defender.
Whenever Woolly Razorback blocks, remove an ice counter from it.";rare;Creature — Boar Beast;csp;Coldsnap;7;7
153;Kev Walker;black;75;['B'];['B'];The World Spell thawed their icy graves, promising rest in soft, quiet earth at last. But Heidar called them to duty for a twisted cause.;{'small': 'https://img.scryfall.com/cards/small/en/csp/75.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/75.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/75.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/75.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/75.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/75.jpg?1517813031'};{3}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Zombie Musher;"Snow landwalk (This creature can't be blocked as long as defending player controls a snow land.)
{S}: Regenerate Zombie Musher. ({S} can be paid with one mana from a snow permanent.)";common;Snow Creature — Zombie;csp;Coldsnap;2;3
154;Pete Venters;black;135;['B', 'U', 'W'];['B', 'U', 'W'];Zur remained aloof from Terisiare's suffering, intent only on his own perfection.;{'small': 'https://img.scryfall.com/cards/small/en/csp/135.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/135.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/135.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/135.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/135.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/135.jpg?1517813031'};{1}{W}{U}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'banned', 'duel': 'restricted', 'brawl': 'not_legal'};Zur the Enchanter;"Flying
Whenever Zur the Enchanter attacks, you may search your library for an enchantment card with converted mana cost 3 or less and put it onto the battlefield. If you do, shuffle your library.";rare;Legendary Creature — Human Wizard;csp;Coldsnap;1;4
